SimX,Country,Region,TrainingOrganization,SiteLocation,ACMaker,ACFamily,ACTypes,ACSector,EngMakers,EngTypes,Cat,SimMaker,Date,IGMaker,IGModel,Windows,FOV,DisMaker,MotionType,MotionMaker,Level,RegLocation,Remarks,Web,Email,Tel,SWeb,SEmail,STel
FSI04022,USA,North America,FSI DFW North Learning Center,"Dallas-Fort Worth, TX",Gulfstream,GulfstreamSPZ,G-IV,Business,RR,Tay MK 611-8,2J,FSI,2005,FSI,Vital 9,3chCC,150x40,FSI,6H,FSI,FFS D,"FAA
GACA
MDGAC",Mexico/USA/Saudi Arabia,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI04023,USA,North America,FSI DFW North Learning Center,"Dallas-Fort Worth, TX",Pilatus,PC12,PC12NG,Regional Prop,PWC,PT6A-67P,1P,FSI,2013,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
MDGAC
ANAC
EASA",USA/Mexico/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI04024,USA,North America,FSI DFW North Learning Center,"Dallas-Fort Worth, TX",Pilatus,PC12,PC12/47,Regional Prop,PWC,PT6A-66,1P,FSI,2014,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
ANAC
MDGAC",Brazil/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI04003,USA,North America,FSI DFW North Learning Center,"Dallas-Fort Worth, TX",Pilatus,PC24,PC24,Business,Williams,FJ-44-4A,2J,FSI,2017,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS C,"FAA
TC
ANAC
MDGAC
EASA",USA/Canada/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI33002,USA,North America,FSI DFW South Learning Center,"Fort Worth, TX",Airbus Helicopters,H135,EC135,VTOL,PWC,PW206B2,R2,FSI,2014,FSI,Vital 1100,5chCC,200x60,RC,6E,FSI/Moog,FFS D,"FAA
TC
ANAC",Brazil/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI33004,USA,North America,FSI DFW South Learning Center,"Fort Worth, TX",Bell Helicopter,Huey,Bell 412/Bell 212,VTOL,PWC,PT6T-3D,R2,FSI,2015,FSI,Vital 1100,5chCC,220x60,FSI,6E,FSI,FFS D,"FAA
TC
ANAC
GACA",USA/Canada/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI33006,USA,North America,FSI DFW South Learning Center,"Fort Worth, TX",Bell Helicopter,Huey,Bell 412,VTOL,PWC,PT6T-3D,R2,FSI,1999,FSI,Vital X,3chCC,200x60,FSI,6H,FSI,FFS D,"FAA
EASA
TC
MDGAC
ANAC",Europe/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI33003,USA,North America,FSI DFW South Learning Center,"Fort Worth, TX",Sikorsky,S76,S-76B,VTOL,PWC,PT6B-36A,R2,FSI,1988,FSI,Vital X,3chCC,150x40,FSI,6H,FSI,FFS C,"FAA
TC
UKCAA
MDGAC",UK/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI36001,USA,North America,FSI HondaJet Training Center,"Greensboro, NC",Honda,HondaJet,HondaJet,Business,GE Honda,HF120,2J,FSI,2015,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
MDGAC",Europe/Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 631 2084,,
FSI08002,USA,North America,FSI Houston Learning Center,"Houston, TX",ATR,ATR42/72,ATR72-200/ATR42,Regional Prop,PWC,PW124B/PW120,2P,FSI,1991,FSI,Vital X,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC",Canada/Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI08003,USA,North America,FSI Houston Learning Center,"Houston, TX",ATR,ATR42/72,ATR42-500/ATR72-500,Regional Prop,PWC,PW127E ,2P,FSI,2009,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC
ANAC",USA/Canada/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI08008,USA,North America,FSI Houston Learning Center,"Houston, TX",Beechcraft,Hawker800,Hawker 800XP,Business,Honeywell,TFE731-5BR,2J,FSI,2003,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI08004,USA,North America,FSI Houston Learning Center,"Houston, TX",Bombardier,Challenger600,Challenger 601,Business,GE,CF34-3A,2J,FSI,1997,FSI,Vital 8,3chCC,160x40,FSI,6H,FSI,FFS D,"FAA
UKCAA
TC
MDGAC",UK/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI08005,USA,North America,FSI Houston Learning Center,"Houston, TX",Dassault,Falcon10/100,Falcon 10,Business,Honeywell,TFE731-2,2J,FSI,1983,FSI,Vital 8,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC",Mexico/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI08010,USA,North America,FSI Houston Learning Center,"Houston, TX",Dassault,Falcon50,Falcon 50,Business,Honeywell,TFE731-3-1C,3J,FSI,1994,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS C,"FAA
UKCAA
TC
MDGAC",USA/UK/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI08006,USA,North America,FSI Houston Learning Center,"Houston, TX",Embraer,Emb145,ERJ-145,Regional Jet,RR,AE3007A,2J,FSI,2001,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
MDGAC",USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI08007,USA,North America,FSI Houston Learning Center,"Houston, TX",Embraer,Emb145,ERJ-145,Regional Jet,RR,AE3007A,2J,FSI,2002,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
ANAC
MDGAC",Brazil/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI08009,USA,North America,FSI Houston Learning Center,"Houston, TX",Saab,Saab,SF340A,Regional Prop,GE,CT7-5A2,2P,FSI,1995,FSI,Vital X,3ch/4w,150x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC",Mexico/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI10001,USA,North America,FSI Lafayette Learning Center,"Lafayette, LA",Leonardo Helicopters,AW139,AW139,VTOL,PWC,PT6C-67C,R2,FSI,2013,FSI,Vital 1100,5chCC,220x60,FSI,6E,FSI/Moog,FFS D,"FAA
ANAC
TC",Canada/USA/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI10004,USA,North America,FSI Lafayette Learning Center,"Lafayette, LA",Sikorsky,S76,S-76C+/S-76C++,VTOL,Turbomeca,Arriel 2S1/Arriel 2S2,R2,FSI,2008,FSI,Vital X,5chCC,200x60,FSI,6E,FSI/Moog,FFS D,"FAA
TC
ANAC",Brazil/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI10005,USA,North America,FSI Lafayette Learning Center,"Lafayette, LA",Sikorsky,S92,S-92,VTOL,GE,CT7-8A,R2,FSI,2009,FSI,Vital X,5chCC,200x60,FSI,6E,FSI/Moog,FFS D,"FAA
TC
ANAC",Canada/USA/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI10006,USA,North America,FSI Lafayette Learning Center,"Lafayette, LA",Sikorsky,S92,S-92A,VTOL,GE,CT7-8A,R2,FSI,2013,FSI,Vital 1100,5chCC,220x60,FSI,6E,FSI/Moog,FFS D,"FAA
TC
ANAC",USA/Brazil/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI07003,USA,North America,FSI LaGuardia Learning Center,"Flushing, NY",Beechcraft,KA200,KA200/King Air UC12B,Regional Prop,PWC,PT6A-42,2P,FSI,1987,FSI,Vital X,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC
ANAC",Mexico/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI07001,USA,North America,FSI LaGuardia Learning Center,"Flushing, NY",Beechcraft,KA300,B1900,Regional Prop,PWC,PT6A-65B,2P,FSI,1989,FSI,Vital 4,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI07002,USA,North America,FSI LaGuardia Learning Center,"Flushing, NY",Beechcraft,KA300,B1900D,Regional Prop,PWC,PT6A-67D,2P,FSI,1996,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI07004,USA,North America,FSI LaGuardia Learning Center,"Flushing, NY",Bombardier,Shorts360,Shorts 360,Regional Prop,PWC,PT6A-65AR,2P,FSI,1989,FSI,Vital 4,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC",USA/Mexico/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI12001,USA,North America,FSI Long Beach Learning Center,"Long Beach, CA",Beechcraft,KA200,KA200,Regional Prop,PWC,PT6A-42,2P,FSI,1998,FSI,Vital 8+,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI12003,USA,North America,FSI Long Beach Learning Center,"Long Beach, CA",Cessna,CitationII/V,Citation II/Citation I,Business,PWC/PW,JT15D-4/JT15D-1B,2J,FSI,2002,FSI,Vital 1100,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
UKCAA
MDGAC",USA/UK/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI12004,USA,North America,FSI Long Beach Learning Center,"Long Beach, CA",Cessna,CitationII/V,Citation V,Business,PW,JT15D-5A,2J,FSI,1990,FSI,Vital 9,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
UKCAA
MDGAC",UK/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI12008,USA,North America,FSI Long Beach Learning Center,"Long Beach, CA",Gulfstream,GulfstreamPV,G-V,Business,RR,BR710-48,2J,FSI,1997,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC
UKCAA",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI12009,USA,North America,FSI Long Beach Learning Center,"Long Beach, CA",Gulfstream,GulfstreamPV,G450/G550,Business,RR,Tay MK 611-8C/BR710C4-11,2J,FSI,2008,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
CAAC
MDGAC
HKCAD",China/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI12010,USA,North America,FSI Long Beach Learning Center,"Long Beach, CA",Gulfstream,GulfstreamPV,G650,Business,RR,BR725A1-12,2J,FSI,2014,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
MDGAC
CAAC
TC
HKCAD",USA/Mexico/China,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI12006,USA,North America,FSI Long Beach Learning Center,"Long Beach, CA",Gulfstream,GulfstreamSPZ,G-III,Business,RR,Spey 511-8,2J,FSI,1986,FSI,Vital 9,3chCC,165x40,FSI,6H,FSI,FFS C,"FAA
TC
MDGAC
UKCAA",Canada/USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI12007,USA,North America,FSI Long Beach Learning Center,"Long Beach, CA",Gulfstream,GulfstreamSPZ,G-IV,Business,RR,Tay MK 611-8,2J,FSI,1989,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
MDGAC
UKCAA",USA/Mexico/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17001,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationII/V,Citation Bravo,Business,PWC,PW530A,2J,FSI,2003,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
UKCAA
MDGAC",Canada/USA/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17004,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationII/V,Citation Encore UC-35B,Business,PWC,PW535A,2J,FSI,2002,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
UKCAA
MDGAC",Canada/USA/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17007,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationII/V,Citation Encore+,Business,PWC,PW535B,2J,FSI,2007,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
ANAC",Canada/USA/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17002,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationJet,Citation CJ2,Business,Williams,FJ44-2C,2J,FSI,2003,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
ANAC",Canada/USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17003,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationJet,Citation CJ3,Business,Williams,FJ44-3A,2J,FSI,2007,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"TC
EASA
FAA
MDGAC
ANAC",Europe/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17014,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationJet,Citation CJ4,Business,Williams,FJ44-4A,2J,FSI,2010,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
ANAC",Brazil/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17008,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationS,Citation Sovereign,Business,PWC,PW306C,2J,FSI,2006,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"TC
EASA
FAA
ANAC",Canada/USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17009,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationX,Citation X,Business,RR,AE3007C,2J,FSI,1996,FSI,Vital 1100,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
UKCAA
FAA
ANAC",Canada/USA/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17005,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationXL,Citation Excel,Business,PWC,PW545A,2J,FSI,2003,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
ANAC",Canada/USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17010,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationXL,Citation XLS,Business,PWC,PW545B,2J,FSI,2008,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"TC
EASA
FAA
ANAC",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17011,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,CitationXL,Citation XLS+,Business,PWC,PW545C,2J,FSI,2009,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
ANAC
MDGAC",USA/Mexico/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI17006,USA,North America,FSI Orlando Learning Center,"Orlando, FL",Cessna,Mustang,Citation Mustang,Business,PWC,PW615F,2J,FSI,2009,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"TC
ANAC
FAA",Brazil/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI18001,USA,North America,FSI Salt Lake City Learning Center,"Salt Lake City, UT",Bombardier,CRJ,CRJ,Regional Jet,GE,CF34-3A1,2J,FSI,1999,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
MDGAC",USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI18002,USA,North America,FSI Salt Lake City Learning Center,"Salt Lake City, UT",Bombardier,CRJ,CRJ,Regional Jet,GE,CF34-3A1,2J,FSI,2001,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
MDGAC",Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI18003,USA,North America,FSI Salt Lake City Learning Center,"Salt Lake City, UT",Bombardier,CRJ,CRJ200/CRJ700,Regional Jet,GE,CF34-3B1/CF34-8C5B1,2J,FSI,2002,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
MDGAC",USA/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI18004,USA,North America,FSI Salt Lake City Learning Center,"Salt Lake City, UT",Bombardier,CRJ,CRJ700,Regional Jet,GE,CF34-8C5B1,2J,FSI,2011,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
MDGAC",Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI18005,USA,North America,FSI Salt Lake City Learning Center,"Salt Lake City, UT",Embraer,E170/190,E-170,Regional Jet,GE,CF34-8E5,2J,CAE,2011,FSI,Vital 1100,3chCC,180x40,CAE,6H,CAE,FFS D,"DGCAN
FAA",USA/Netherlands,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI19007,USA,North America,FSI San Antonio Learning Center,"San Antonio, TX",Cessna,CitationII/V,Citation S/II,Business,PW,JT15D-4B,2J,FSI,1986,FSI,Vital 4,3ch/4w,150x40,FSI,6H,FSI,FFS C,"TC
UKCAA
FAA
MDGAC",USA/Canada/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI19008,USA,North America,FSI San Antonio Learning Center,"San Antonio, TX",Cessna,CitationII/V,Citation Ultra,Business,PW,JT15D-5D,2J,FSI,1997,FSI,Vital 1100,3chCC,180x40,FSI,6H,FSI,FFS C,"TC
UKCAA
FAA
MDGAC",USA/Canada/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI19005,USA,North America,FSI San Antonio Learning Center,"San Antonio, TX",Cessna,CitationIII,Citation III,Business,Honeywell,TFE731-3B,2J,FSI,1984,FSI,Vital 8+,3ch/4w,150x40,FSI,6H,FSI,FFS C,"TC
UKCAA
FAA
MDGAC",UK/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI19002,USA,North America,FSI San Antonio Learning Center,"San Antonio, TX",Cessna,CitationJet,Citation CJ1,Business,Williams,FJ44,2J,FSI,2001,FSI,Vital 8+,3chCC,180x40,FSI,6H,FSI,FFS C,"TC
EASA
FAA
MDGAC
ANAC",Canada/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI19006,USA,North America,FSI San Antonio Learning Center,"San Antonio, TX",Cessna,CitationJet,CitationJet,Business,Williams,FJ44-1A,2J,FSI,1998,FSI,Vital 8+,3chCC,180x40,FSI,6H,FSI,FFS C,"TC
EASA
FAA
MDGAC
ANAC",Canada/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI19010,USA,North America,FSI San Antonio Learning Center,"San Antonio, TX",Cessna,CitationJet,Citation CJ2+,Business,Williams,FJ44-3A-24,2J,FSI,2006,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"EASA
TC
ANAC",Canada/Europe/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI19003,USA,North America,FSI San Antonio Learning Center,"San Antonio, TX",Cessna,CitationXL,Citation Excel,Business,PWC,PW545A,2J,FSI,2003,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
MDGAC
FAA",USA/Mexico/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI19009,USA,North America,FSI San Antonio Learning Center,"San Antonio, TX",Fairchild,Metro,Metro C-26,Regional Prop,Honeywell,TPE331-12UAR-701G,2P,FSI,1995,FSI,Vital 8+,3ch/4w,150x40,FSI,6H,FSI,FFS C,"TC
FAA
MDGAC",Canada/Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20005,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,Gulfstream200,G280,Business,Honeywell,HTF7250G,2J,FSI,2018,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
TC
ANAC",Canada/USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20001,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamPV,G450,Business,RR,Tay MK 611-8C,2J,FSI,2005,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
EASA
TC
MDGAC
ANAC",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20002,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamPV,G450,Business,RR,Tay MK 611-8C,2J,FSI,2007,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
CAAC
TC
MDGAC
EASA",USA/China/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20003,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamPV,G550,Business,RR,BR710C4-11,2J,FSI,2006,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
EASA
TC
FATA
MDGAC",Canada/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20004,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamPV,G550,Business,RR,BR710C4-11,2J,FSI,2003,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
UKCAA
FATA
CAAC",USA/UK/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20009,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamPV,G-V,Business,RR,BR710-48,2J,FSI,1999,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
UKCAA
MDGAC",USA/Canada/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20010,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamPV,G450/G550,Business,RR,Tay MK 611-8C/BR710C4-11,2J,FSI,2009,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
MDGAC
GACA",Mexico/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20011,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamPV,G650,Business,RR,BR725A1-12,2J,FSI,2012,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
GACA
MDGAC",Europe/USA/Saudi Arabia,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20012,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamPV,G650,Business,RR,BR725A1-12,2J,FSI,2012,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
JCAB
GACA
HKCAD",USA/Saudi Arabia/Japan,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20006,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamSPZ,G-IV,Business,RR,Tay MK 611-8,2J,FSI,2007,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
FATA
MDGAC
GACA",Russia/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI20008,USA,North America,FSI Savannah Learning Center,"Savannah, GA",Gulfstream,GulfstreamSPZ,G-IV,Business,RR,Tay MK 611-8,2J,FSI,1999,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
UKCAA
FATA
MDGAC",Russia/UK/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
